Candidate_ID,Soft_Drinks_perc,Fresh_Food_perc,Car_Care_perc,Non_Foods_perc,Hot_Coffee_and_Tea_perc,RECENCY,FREQUENCY,AOV,MONETARY,ABS,UNIQUE_CITIES_VISITED,UNIQUE_STATIONS_VISITED,UNIQUE_PRODUCTS,Days_bw_trx
43,0.17573524011290187,0.2600180276883,0.23310137533760497,0.05608654230317353,0.2750588145580196,147,10,64.02,764.51,5.04,3,13,13,14.7
44,0.05440909094390652,0.07908212201516786,0.2757096611364212,0.2107009741005064,0.38009815180399814,89,11,55.55,572.04,6.51,6,7,27,8.1
45,0.38598988746584206,0.3025234064168365,0.03542112371528062,0.16508851008322142,0.11097707231881954,303,13,33.24,399.62,6.57,3,9,26,23.3
46,0.03673119347138015,0.4743809047647233,0.06558128500007902,0.29233323240990194,0.13097338435391584,203,18,49.38,1033.12,5.88,2,6,19,11.3
47,0.3922374308207076,0.1729688782065252,0.21301929665834093,0.16798069937633806,0.05379369493808835,85,11,64.56,734.3,7.5,4,8,28,7.7
48,0.4469404688198149,0.11492109000103833,0.008583577360927365,0.36158302922569663,0.06797183459252278,167,5,31.13,137.88,4.75,4,15,19,33.4
49,0.3191263252016915,0.3481397506206666,0.2786769533330162,0.052294835114609826,0.0017621357300160545,72,7,59.55,481.71,4.27,3,7,18,10.3
50,0.2228503694182218,0.047261807204462845,0.28756294978799396,0.28019753455637286,0.16212733903294851,298,11,84.84,1117.4,4.31,6,17,23,27.1
51,0.10547686210872816,0.14706441108580376,0.5760274537502978,0.11526624721291044,0.05616502584225972,9,7,65.93,385.19,6.72,3,13,19,1.3
52,0.14270588159972022,0.48249712637128495,0.2088362928288536,0.1480328365498888,0.017927862650252417,281,9,71.21,733.76,5.73,9,6,22,31.2
53,0.1117047104726965,0.5395555642418576,0.017661600785784982,0.08548679204572185,0.24559133245393913,258,9,53.28,458.48,5.58,5,5,21,28.7
54,0.29674665147453116,0.2624656283733185,0.2664689976365827,0.09792222752920457,0.07639649498636288,275,8,64.52,521.12,6.59,7,6,22,34.4
55,0.19504577026699216,0.19551105488702186,0.23747959174293723,0.28769116527064675,0.08427241783240204,238,10,39.23,457.42,1.0,5,6,24,23.8
56,0.11327395292596208,0.260485487920615,0.17079646270226811,0.19696485815483844,0.25847923829631647,20,9,61.94,662.99,5.62,2,7,24,2.2
57,0.5446345127830277,0.1017758191086689,0.1161988404638987,0.024352239167676103,0.21303858847672888,233,11,59.82,595.38,5.44,7,11,21,21.2
58,0.013674734934361629,0.23409079689698015,0.29225332324031317,0.12613366410822185,0.3338474808201233,221,19,54.35,914.02,8.34,6,13,25,11.6
59,0.01301000903367511,0.015987263169968013,0.7263545385763256,0.18757267314631768,0.05707551607371363,326,11,69.74,638.42,1.94,9,6,22,29.6
60,0.21009245289309075,0.418006418159974,0.06914913633881321,0.2773780362596903,0.025373956348431655,17,9,41.92,386.59,8.11,3,10,22,1.9
61,0.013612080405563203,0.19441625917961458,0.1995469773989589,0.2602457431294903,0.33217893988637315,89,9,47.19,342.11,5.15,3,10,19,9.9
62,0.5523439883928621,0.107736374813842,0.05785463843787143,0.23521230944771926,0.046852688907705255,196,13,51.43,645.05,5.98,6,14,25,15.1
63,0.09998824564605206,0.014134585915202611,0.004442098149388506,0.5687003009334609,0.3127347693558959,350,14,34.56,401.23,8.35,5,8,21,25.0
64,0.5034567159434975,0.22235685177129727,0.08047006971052127,0.07193461775454002,0.12178174482014409,84,13,53.4,667.93,6.12,5,8,21,6.5
65,0.12152597461463176,0.1912362513785647,0.1646278912964241,0.05008921756948037,0.472520665140899,87,11,24.22,217.36,5.8,6,8,18,7.9
66,0.3414138401331087,0.20607728588451166,0.241212619914627,0.13871519232897908,0.07258106173877363,307,15,65.7,1117.72,5.48,4,7,19,20.5
67,0.2153586740974447,0.6941089887994817,0.00709587946740386,0.06038678285922081,0.023049674776448925,338,9,50.7,403.32,4.03,4,13,19,37.6
68,0.010559653741463407,0.4911929083499738,0.3088655911152511,0.16323582834115502,0.026146018452156694,154,8,42.19,314.32,4.94,7,9,24,19.2
69,0.26166871322117874,0.24810498978638995,0.07356494324767578,0.22004309000885114,0.1966182637359045,228,10,37.48,430.33,3.57,3,8,18,22.8
70,0.2762133390415523,0.2910506459938605,0.013385169912286329,0.13551487741715956,0.28383596763514135,264,10,46.48,510.6,4.91,4,12,23,26.4
71,0.17632339249864862,0.4893995046076379,0.2709930023848652,0.04483536218860314,0.018448738320244955,223,8,60.32,428.36,1.0,4,15,23,27.9
72,0.18329327659271172,0.00478894243229578,0.1570847608855438,0.5021265288880783,0.15270649120137053,121,10,58.22,482.47,5.86,3,6,19,12.1
73,0.08526527809357448,0.17890014337696952,0.10637856289191872,0.13689880124999385,0.49255721438754346,173,6,39.42,256.9,4.76,2,7,25,28.8
74,0.07642524942151974,0.508912988077569,0.3692727664974232,0.034129609741076754,0.011259386262411351,4,12,37.31,428.14,4.33,2,6,22,0.3
75,0.07343384061865468,0.012712975553767296,0.06858067316492723,0.7942200784877592,0.05105243217489156,342,10,59.85,662.24,5.44,3,8,22,34.2
76,0.08961305099046701,0.43470813287273086,0.005492852564003359,0.3929535168035692,0.07723244676922952,128,11,39.16,421.39,2.13,3,8,16,11.6
77,0.021915268539113804,0.20793873771565274,0.1727774033974411,0.36587846916967953,0.23149012117811293,110,7,50.9,334.34,8.86,2,8,19,15.7
78,0.3136904430923112,0.06388231960744976,0.03766093800602962,0.2677570572740833,0.31700924202012626,355,7,51.86,355.91,4.79,1,10,26,50.7
79,0.6152721419501558,0.07029702816289528,0.06146689234705645,0.19790610007032614,0.05505783746956621,37,12,54.68,721.41,4.71,3,8,14,3.1
80,0.33461421629016724,0.24497497547646926,0.07022219765650042,0.17416393343306288,0.17602467714380024,71,8,62.87,583.92,3.07,9,13,24,8.9
81,0.020620748185507208,0.4411557023278964,0.13332695472688166,0.3318137720679073,0.07308282269180748,289,8,31.06,203.7,5.05,5,8,22,36.1
82,0.433024702319345,0.09450906455979775,0.00208898807143981,0.4520260284380692,0.018351216611348243,31,8,21.33,172.31,7.77,4,15,19,3.9
83,0.04667671788052895,0.3636748032113014,0.3650068526501058,0.10338765512128463,0.12125397113677926,268,11,41.49,371.09,7.07,5,6,15,24.4
84,0.15444154609639202,0.09007296417521429,0.10343080493433764,0.28975208539952146,0.36230259939453463,11,14,77.02,1064.7,6.71,5,6,24,0.8
85,0.39560986727803465,0.39324750680918735,0.024126406273308955,0.17206117782668695,0.01495504181278214,344,10,80.33,927.13,6.09,2,8,24,34.4
86,0.19340212016192757,0.14128262158498364,0.5303036991545798,0.10481608809879088,0.030195470999718203,328,8,77.47,585.43,4.28,7,9,25,41.0
87,0.05621186782517598,0.5221763540381335,0.3507714958063438,0.038835888339642174,0.03200439399070452,32,11,47.11,607.79,2.1,3,7,20,2.9
88,0.27958950619966444,0.01749647584638786,0.3995530782752764,0.28370996734584547,0.019650972332825766,57,18,23.27,440.71,4.6,2,10,13,3.2
89,0.012643920375816613,0.6154758479410418,0.06686617529016009,0.06604149361793048,0.238972562775051,166,21,14.85,366.12,4.53,8,9,23,7.9
90,0.32084488867145017,0.46551247618643443,0.1526598892898279,0.05147418613719862,0.009508559715088825,188,14,40.79,629.79,7.1,4,6,18,13.4
91,0.28025228572557825,0.1525850196140389,0.1030536645438402,0.4421031271157382,0.022005903000804603,342,9,47.03,356.12,5.62,4,9,22,38.0
92,0.45031945989346034,0.007578444075033376,0.4196895118962589,0.03846132690484514,0.08395125723040198,19,12,69.51,744.41,8.22,6,8,22,1.6
93,0.018678846801785855,0.15650611147685295,0.20476650685861728,0.13080722827927815,0.4892413065834658,116,11,63.02,663.84,7.39,3,17,24,10.5
94,0.07350080182314606,0.05264140698650782,0.31752054158840376,0.0395952967297008,0.5167419528722416,184,6,53.41,278.18,4.09,3,9,18,30.7
95,0.001873668260959621,0.5366426844311004,0.006759730438725749,0.3397900715514978,0.11493384531771647,270,16,36.65,585.24,1.41,2,8,15,16.9
96,0.4925003823210842,0.0076169179839015375,0.08019277029835274,0.34612093013857126,0.07356899925809036,33,7,35.59,246.27,7.77,4,7,20,4.7
97,0.21327776917452315,0.2556641635773777,0.13023361999474858,0.21221331925725181,0.18861112799609875,10,10,53.81,636.33,7.72,3,13,28,1.0
98,0.29278302122256855,0.005884354620809626,0.04172974779823684,0.38004777995305583,0.27955509640532933,80,7,60.46,411.97,2.27,9,4,24,11.4
99,0.22257552475495188,0.35423703539841095,0.11889479305538636,0.07627022750528704,0.22802241928596376,192,7,55.88,435.84,8.02,1,6,20,27.4
100,0.04666624821747673,0.09379670776028197,0.008662252079236396,0.39231231129976335,0.4585624806432416,320,14,34.48,568.06,5.76,6,7,19,22.9
101,0.23162532382684814,0.14851972647429013,0.07161850937879465,0.32502913968034913,0.22320730063971805,190,10,59.76,687.72,5.32,2,12,23,19.0
102,0.02061223576384968,0.2808675603649724,0.20080976347354199,0.3474680235459883,0.15024241685164771,68,3,56.39,149.45,8.23,5,7,18,22.7
103,0.1521184271861435,0.08670305639191758,0.4319956772506021,0.3217765503677392,0.0074062888035978155,348,8,33.94,271.09,7.69,3,7,17,43.5
104,0.003994142265411793,0.07060503306980968,0.2486767421209568,0.6523579422216165,0.02436614032220541,125,15,38.24,538.6,6.3,5,6,23,8.3
105,0.10542769952962286,0.056059062252619564,0.4096462768737739,0.2158203118558172,0.21304664948816646,336,12,60.33,694.93,5.95,5,7,27,28.0
106,0.1783415324111712,0.1511057412641429,0.09006783997821444,0.01636363512461415,0.5641212512218572,59,12,46.48,526.73,6.23,4,10,15,4.9
107,0.09406153718335279,0.4586270493206604,0.3195889104156784,0.04549271616558424,0.08222978691472416,97,12,73.84,1001.71,4.2,3,6,27,8.1
108,0.4982901584527745,0.32599802457300886,0.048888802922952064,0.10302894558194858,0.023794068469315977,275,7,57.52,394.91,4.89,2,9,20,39.3
109,0.48521404892654973,0.1467898529795615,0.040894228296390216,0.1754566479536773,0.15164522184382115,149,15,42.7,646.58,3.2,3,10,14,9.9
110,0.11393657665171962,0.030972442664464885,0.2860979565301653,0.18875763303936954,0.38023539111428045,278,12,49.85,713.6,4.33,2,7,23,23.2
111,0.11537213324753443,0.3003704674390791,0.12612584983039446,0.12932481263435439,0.32880673684863765,265,10,50.95,419.83,4.27,3,9,18,26.5
112,0.16855274319348582,0.04694248656075393,0.009527943616711273,0.45904311714387797,0.3159337094851709,9,9,39.07,349.97,3.73,2,10,24,1.0
113,0.593954664804016,0.1168146489935873,0.07151489436595901,0.007146719490701822,0.21056907234573577,283,13,36.31,523.79,5.27,2,10,23,21.8
114,0.1881433435923255,0.1051068537658811,0.12143018269923858,0.49496187436531014,0.09035774557724466,273,17,60.52,885.29,4.35,4,5,26,16.1
115,0.1262796464284853,0.2679296410314235,0.08839795976158474,0.1703080508500357,0.34708470192847063,301,11,62.68,720.23,6.0,2,9,19,27.4
116,0.44350416741009446,0.023626583245431567,0.38787992665015564,0.10062161651059573,0.04436770618372268,8,16,59.06,846.43,1.76,4,10,22,0.5
117,0.09299477012843649,0.5921851413950159,0.10266430162956815,0.06031564000337251,0.15184014684360697,208,17,72.73,1418.11,4.77,3,10,17,12.2
118,0.34619478141430027,0.09945488567902916,0.1739306249867556,0.17272449489370403,0.20769521302621086,125,10,41.87,389.77,5.26,4,5,27,12.5
119,0.03672775403613584,0.2516545598424327,0.049330654125912886,0.10422639891333611,0.5580606330821823,123,16,75.11,1119.65,4.38,3,8,20,7.7
120,0.2935825203588452,0.5033136931660164,0.08643595386923125,0.09759756499846854,0.019070267607438626,33,11,36.49,417.11,4.66,5,9,20,3.0
121,0.1994368307612568,0.35194086248417583,0.20996060046072343,0.10010881906788457,0.13855288722595946,1,8,34.81,243.23,1.83,2,11,23,0.1
122,0.19458008267204188,0.07280408727098377,0.14270873599482706,0.22053205239634244,0.36937504166580476,204,12,23.6,258.84,5.71,4,7,25,17.0
123,0.008375210046218249,0.3354814061863727,0.20644630546668366,0.017812096765297616,0.43188498153542765,6,11,43.31,460.56,6.3,4,7,21,0.5
124,0.42675207333562387,0.010602432590710613,0.05453679658310744,0.2760571897425152,0.23205150774804292,297,15,42.44,599.39,5.99,5,8,30,19.8
125,0.08070959455209782,0.09294362077091192,0.18311239321923292,0.2621988596540519,0.3810355318037055,5,10,57.89,584.65,7.08,5,9,16,0.5
126,0.1652387522359486,0.22288175559088583,0.4940259536232683,0.013415797232911909,0.10443774131698556,80,12,53.66,669.56,5.4,5,10,13,6.7
127,0.24524227469547724,0.442747472874878,0.14068482033016777,0.14907559351832195,0.022249838581155063,274,16,32.11,527.38,5.96,4,16,21,17.1
128,0.245223892413279,0.3144585411566326,0.11480685409530919,0.12968285449421768,0.19582785784056156,177,13,44.11,608.78,5.31,5,9,33,13.6
129,0.017316500801558398,0.3319966891229323,0.2028893550551761,0.3388501170428364,0.10894733797749694,338,17,44.43,697.2,6.38,6,6,25,19.9
130,0.3405370310730379,0.13861124042948336,0.17497813388685812,0.23964643959929682,0.10622715501132396,321,6,23.36,119.22,1.85,4,7,25,53.5
131,0.024720792830133047,0.20940238455668003,0.24030326044256284,0.37196328206691265,0.15361028010371153,339,10,35.29,389.67,3.21,4,13,22,33.9
132,0.048651252339086924,0.11897269079581245,0.16080415283276311,0.37008499764184644,0.3014869063904911,136,12,38.44,525.97,8.17,3,11,23,11.3
133,0.07269688494766373,0.7111363279817831,0.1537201749822125,0.04471971015861053,0.01772690192973032,25,14,71.5,903.76,1.0,4,5,22,1.8
134,0.14233747420732135,0.2422283288772332,0.15029707932725228,0.17717653870450845,0.28796057888368476,325,13,52.87,661.79,4.72,5,6,22,25.0
135,0.04988918102545111,0.5949815238249462,0.021914201018472582,0.19478865158306982,0.1384264425480603,183,9,59.93,539.08,7.34,3,15,24,20.3
136,0.3975029282857374,0.01169556893963105,0.049926814414428984,0.3434103286308712,0.1974643597293314,168,9,27.52,250.99,4.81,8,6,17,18.7
137,0.2860047621330556,0.05022072807078012,0.0315525549944378,0.18597526345889645,0.44624669134282996,338,9,67.91,650.21,4.19,5,16,22,37.6
138,0.22204163468951144,0.23134113674638376,0.08963939651766492,0.4004671581426758,0.05651067390376418,178,10,69.52,567.7,5.26,3,8,17,17.8
139,0.19046671332645165,0.2698782412004939,0.3450447642432903,0.1352022604561375,0.05940802077362663,95,12,20.02,261.59,4.29,3,9,26,7.9
140,0.31672228097237287,0.11435967561823981,0.29229429749833435,0.05630108378212169,0.2203226621289312,33,12,39.42,390.16,5.06,2,6,17,2.8
141,0.5303798498943992,0.03711009266214674,0.2861876016706478,0.10066432359832025,0.045658132174485964,111,13,57.44,737.2,3.63,3,7,31,8.5
142,0.5688619544230077,0.04810945015312493,0.2052400992520299,0.03633446253377369,0.14145403363806386,146,15,59.67,1012.29,7.22,4,14,38,9.7
143,0.36326742763468306,0.23032493162186923,0.16225616051832895,0.13501266434778034,0.10913881587733854,231,6,39.82,234.27,7.85,7,11,21,38.5
144,0.28748948332846586,0.1924439484772908,0.3634241577473694,0.014385392512628496,0.1422570179342454,272,11,45.42,429.47,4.73,6,6,25,24.7
145,0.5296101307797275,0.03800925530078979,0.013080034673931738,0.2568839957595928,0.16241658348595814,336,10,41.04,490.01,2.23,4,12,21,33.6
146,0.46280333772533866,0.03778521917615117,0.3980469519074361,0.05651279343388647,0.044851697757187746,38,11,51.66,656.7,3.95,3,7,24,3.5
147,0.04330647326743272,0.40667625137581537,0.2640732503008467,0.17867944454862017,0.10726458050728496,135,12,67.96,903.99,4.63,5,11,22,11.2
148,0.3925146173770862,0.09326472893244966,0.3174405830346422,0.10823052403992532,0.08854954661589663,334,7,38.43,259.52,6.01,3,5,18,47.7
149,0.18712888898746172,0.10804426784703088,0.414763296647529,0.2104587315337489,0.07960481498422946,235,12,65.01,681.49,2.98,4,7,16,19.6
150,0.3323582255999825,0.0700382228170327,0.11341347145022905,0.34264791442034714,0.14154216571240844,319,10,38.27,450.33,3.46,5,10,17,31.9
151,0.027743773556680576,0.6272561942583823,0.22051294921193812,0.09101617594229812,0.03347090703070073,345,7,37.29,264.38,6.02,2,11,21,49.3
152,0.22230108041354998,0.13616288030958776,0.10726916117285468,0.3156255149121923,0.21864136319181518,160,12,62.28,852.68,6.88,10,7,20,13.3
153,0.07408854491206318,0.16825633015343922,0.1286684692396623,0.6136242767154672,0.015362378979368116,38,10,63.83,597.97,3.76,5,7,31,3.8
154,0.12949772264326803,0.22062203610587391,0.3213473945255322,0.06426044240051498,0.26427240432481097,150,11,62.77,644.99,2.33,4,4,27,13.6
155,0.027719278552640555,0.4429982053436696,0.03224342970491704,0.11970497468554173,0.377334111713231,308,9,30.26,325.27,11.57,4,14,16,34.2
156,0.04058720058336969,0.06506900236509788,0.32011685861565214,0.31813101998115595,0.2560959184547244,29,8,43.01,347.09,6.57,3,11,15,3.6
157,0.4109491830103061,0.2715832548205897,0.10068368846116271,0.14722760583713337,0.06955626787080806,144,9,62.34,480.46,4.47,3,9,21,16.0
158,0.3256675724552989,0.11926902885234685,0.06977433823505748,0.08443924359358133,0.4008498168637154,76,9,50.62,404.52,6.74,5,15,28,8.4
159,0.061257688178601215,0.32472315001711904,0.25942479924057904,0.34786906920180444,0.0067252933618963,145,12,33.89,403.8,4.75,3,8,18,12.1
160,0.22044494775402734,0.2883241357697725,0.08925389949019039,0.12785683680653953,0.27412018017947015,229,12,56.87,557.59,6.73,3,13,27,19.1
161,0.3286501470377804,0.04428131384489225,0.22974045332909424,0.2496774729025342,0.14765061288569906,64,9,39.28,348.2,5.32,3,10,24,7.1
162,0.1808223852717352,0.3693328326113793,0.3522741576126421,0.08127429302539003,0.016296331478853437,347,10,76.92,744.24,5.18,4,13,28,34.7
163,0.3906437769314807,0.1702496530997567,0.012415965706393996,0.23651271493910075,0.19017788932326787,345,11,73.17,894.83,4.77,3,4,25,31.4
164,0.281364505257404,0.3441189597977598,0.19583164902428352,0.02166071789730855,0.15702416802324418,269,12,59.06,667.61,2.11,4,8,24,22.4
165,0.490157965697041,0.0014014573876752826,0.12246762492805222,0.15327642900573635,0.23269652298149526,328,12,70.42,1008.08,8.88,4,8,22,27.3
166,0.4749045029965883,0.08000177756471617,0.0801766497662911,0.25166710742679144,0.11324996224561293,184,9,50.97,400.17,3.12,4,9,16,20.4
167,0.13442126667077986,0.31825917595451897,0.08022496956973854,0.1025426466875411,0.36455194111742145,261,10,61.48,637.19,2.28,4,9,19,26.1
168,0.10193907681673701,0.4625470408205016,0.08450565443272437,0.16315893788421726,0.18784929004581968,268,9,72.17,542.9,4.57,5,10,20,29.8
169,0.002801206375136955,0.23149061452948952,0.04166626293417847,0.6898375779763803,0.03420433818481487,169,12,53.68,704.45,3.08,7,8,16,14.1
170,0.06697814135845084,0.011158427267139262,0.7214464644409981,0.08724611640188693,0.11317085053152494,259,12,46.17,663.72,4.9,3,5,21,21.6
171,0.01651541745758134,0.3297125554393819,0.05604154250778234,0.5431194613654743,0.05461102322978022,227,10,24.43,275.49,6.38,4,10,18,22.7
172,0.11835435186746943,0.020829217021295428,0.357342368760843,0.4654527605995369,0.03802130175085526,33,14,48.75,697.75,6.99,6,13,18,2.4
173,0.3797402968270409,0.1534805564056433,0.1888931850275924,0.14772265158886447,0.13016331015085877,214,8,62.35,495.77,6.63,2,8,28,26.8
174,0.1346841396002645,0.027703769432581835,0.0329754514517698,0.32497557075294214,0.4796610687624418,50,9,64.18,655.07,4.39,5,10,20,5.6
175,0.19741877347200193,0.13338542089534383,0.43633158087697554,0.2220008993963343,0.010863325359344454,210,9,57.57,608.44,5.1,4,8,25,23.3
176,0.06101662313310144,0.4523440462911782,0.38656569960463816,0.009872083837789345,0.09020154713329293,29,16,41.88,801.21,5.82,7,12,24,1.8
177,0.08432553284092464,0.35763834150874435,0.006388683389821601,0.03528071629423063,0.5163667259662789,39,13,20.35,253.57,1.48,4,9,15,3.0
178,0.10298421680561883,0.5538315073534298,0.14244987075217705,0.054843888240817866,0.14589051684795637,347,12,42.57,611.18,6.14,2,9,17,28.9
179,0.1941287637506952,0.29334402978738877,0.2687069067220298,0.07669753616905486,0.1671227635708312,100,9,45.43,352.63,2.09,5,10,22,11.1
180,0.0778819222472348,0.11778827793930131,0.7695384880827996,0.004443263595290875,0.030348048135373354,173,11,45.31,449.24,9.08,4,4,22,15.7
181,0.12382467492349941,0.014287525332488692,0.10637220335292727,0.46478362248074473,0.29073197391033984,17,9,59.28,445.8,4.19,3,9,27,1.9
182,0.4351714826116078,0.33160384426995543,0.08155536207347501,0.058557993566287145,0.09311131747867467,56,6,79.79,435.0,4.63,5,10,17,9.3
183,0.2540301459070496,0.0888395211948277,0.27858272456816463,0.14992577462084103,0.22862183370911685,226,8,51.85,459.28,3.46,7,7,19,28.2
184,0.10454458386807368,0.06364728912251477,0.5410872521084473,0.2631754469543196,0.027545427946644614,46,9,46.75,480.14,3.74,4,10,19,5.1
185,0.28534980675275573,0.0940126268918549,0.31644274069305534,0.22629787696171594,0.07789694870061797,67,11,46.11,563.81,9.55,7,8,20,6.1
186,0.009399805586225312,0.12942257536726146,0.3226615199940954,0.41515137800592355,0.12336472104649428,197,11,51.87,600.43,6.88,6,9,20,17.9
187,0.021298223421232606,0.2556487971063569,0.5904664078646037,0.10585567369752939,0.02673089791027734,142,12,37.58,453.43,1.9,3,9,17,11.8
